text,label
is the traffic clear going north on i - 275 at 5 pm today,6
what is the traffic like in downtown atlanta,6
how backed up is the las vegas strip right now ?,6
are there any traffic delays due to road construction,6
is it a clear shot to the trump rally,6
"what is the traffic driving from cranford to new hope , pa",6
any construction i should look for on johnstion street,6
have they cleared up the accident on 528 yet,6
is traffic heavy in toledo,6
how is the traffic on i - 91 towards springfield,6
is there construction on 35w in minneapolis,6
what is the traffic at the lincoln tunnel,6
what is the traffic from home to work,6
what direction of 80 is backed up,6
latest traffic news please,6
traffic update now,6
are there any traffic accidents in my area,6
are there any delays on 495,6
any accidents along culver,6
is the traffic heavy to hull,6
what 's the traffic from downtown to my house,6
are there accidents on the way home,6
please tell me the traffic for this morning,6
is there traffic on highway 75 south,6
who 's the traffic home,6
how much traffic is on the 290,6
will i run into downed power lines on the way to santa barbara ?,6
will there be any construction on the commute to the rangers game tonight ?,6
